current_price,last_week_close,weekly_return,ticker,week_ending
298.5,292.5,2.0100502512562812,3IN.L,2020-07-03
174.60000610351562,169.39999389648438,2.978242855242687,888.L,2020-07-03
23.049999237060547,23.5,-1.9522810318185484,AA.L,2020-07-03
185.0,184.0,0.5405405405405406,AAIF.L,2020-07-03
1835.0,1839.5999755859375,-0.2506798684434605,AAL.L,2020-07-03
