date,current_price,ticker,long_mean_percent_diff,moving_mean_200_days
2020-02-25,124.5,888,-22.422491050628288,152.41600135803222
2020-02-25,47.0,AA.,-9.162716926412386,51.30647695541382
2020-02-25,199.5,AAIF,-6.390977443609022,212.25
2020-02-25,1939.0,AAL,-3.176933835498326,2000.6007470703125
